年月日,Data Field,1101 台泥,1102 亞泥,1216 統一,1301 台塑,1303 南亞,1326 台化,1402 遠東新,2002 中鋼,2105 正新,2207 和泰車,2301 光寶科,2303 聯電,2308 台達電,2317 鴻海,2327 國巨,2330 台積電,2457 飛宏,2382 廣達,2395 研華,2408 南亞科,2409 友達,2412 中華電,2454 聯發科,2474 可成,2633 台灣高鐵,2801 彰銀,2823 中壽,2880 華南金,2881 富邦金,2882 國泰金,2883 開發金,2884 玉山金,2885 元大金,2886 兆豐金,2887 台新金,2890 永豐金,2891 中信金,2892 第一金,2912 統一超,3008 大立光,3045 台灣大,3481 群創,4904 遠傳,4938 和碩,5871 中租-KY,5880 合庫金,6505 台塑化,9904 寶成
2016/1/4,收盤價(元),23.77,26.25,53.9,72.4,57.4,68.2,25,17.5,51.7,364.5,30.39,11.8,149,87.12,74.15,139.5,12.91,50.6,186.82,44.85,9.46,98.2,245,272.5,,13.21,20.92,12.82,43.55,42,7.97,14.72,11.85,21,9.53,8.2,15.18,13.92,200,"2,175",98,9.6,66.2,70.8,52.55,11.88,76.9,41.7
2016/1/5,收盤價(元),24,26,54.1,72.9,57.5,68.5,25,17.35,52.4,364.5,31.44,11.75,148.5,87.23,73.87,138,12.66,50.4,185.46,44.7,9.2,98.8,242.5,265,,13.29,20.88,12.78,42.45,41.1,7.97,14.87,11.65,20.9,9.45,8.15,15.13,13.97,199.5,"2,110",98.4,9.52,65.6,72,52.15,11.88,76.3,42.25
2016/1/6,收盤價(元),23.68,25.95,54.1,73,57.5,68.6,24.95,17.3,52.9,371.5,31.39,11.75,148,87.12,73.59,135.5,12.07,49.75,190.46,42.95,9.09,98.7,227,251,,13.38,20.71,12.73,41,40.35,7.89,14.91,11.6,20.55,9.53,8.14,14.95,13.87,203.5,"1,960",97.5,9.46,65.3,67.9,52.15,11.88,77,42.65
2016/1/7,收盤價(元),24.86,26.15,53.8,73,57.6,69,25.25,17.45,52.5,361,31.44,11.45,148,86.35,73.59,133,11.34,48.75,186.82,42.2,9.08,99.2,206,226,,13.16,20.13,12.52,39.65,39.65,7.66,14.6,11.15,20,9.32,7.87,14.72,13.78,196,"1,830",97.5,9.53,65.6,65.7,50.29,11.71,76.2,42
2016/1/8,收盤價(元),24.54,26,53,71.4,56.9,68.1,25,17.4,51.6,353.5,30.84,11.4,146,86.02,74.85,134,12.07,50.3,184.55,42.9,9.12,99.4,213.5,220.5,,13.12,20.13,12.52,39.65,39.95,7.67,14.44,11.2,20.25,9.24,7.95,14.81,13.78,197,"1,975",97.5,9.52,66,67,50.49,11.71,76,42.75
2016/1/11,收盤價(元),23.63,25.7,51.9,71.7,56.9,68.7,24.85,17.35,52,340,29.6,11.05,145,83.15,74.29,133,11.68,50.2,186.37,44.8,9.02,100,209,222,,13.08,19.63,12.31,39,39,7.4,13.74,10.8,20.1,8.76,7.69,14.44,13.64,193,"1,935",98.3,9.35,66.1,64.6,50.29,11.53,76,42
2016/1/12,收盤價(元),23.72,25.55,51,72.9,57.3,69.7,24.7,17.2,51.5,344,30.05,11.1,147.5,84.14,74.85,133,11.39,50.4,187.73,42.05,9.53,101,206.5,203.5,,13.12,19.76,12.39,39.6,38.9,7.41,13.54,10.75,20.25,8.72,7.68,14.35,13.69,194.5,"1,840",99.5,9.6,66.4,66.6,49.7,11.57,76.9,42.55
2016/1/13,收盤價(元),24.31,25.85,52.3,74.9,57.1,70.4,24.8,17.45,50.8,346.5,30.84,11.05,148,84.47,73.73,133.5,11.34,50.7,190.46,42.45,9.6,101.5,206.5,215.5,,13.25,19.88,12.39,39.1,38.4,7.5,13.27,10.75,20.2,8.76,7.83,14.62,13.73,200,"1,965",99.5,9.8,67,67.3,51.37,11.62,78.9,42.1
2016/1/14,收盤價(元),24.31,25.5,53,75.2,56.7,70.4,24.95,17.4,50.6,342.5,30.39,11.15,143,83.81,74.01,131.5,11.05,50.7,190.91,43,9.43,102.5,208,218.5,,13.08,19.67,12.35,38,37,7.36,13.03,10.4,20,8.64,7.64,14.49,13.69,196.5,"1,855",99.4,9.73,67.2,65.6,50.78,11.49,79,40.1
2016/1/15,收盤價(元),24.45,25.5,52.9,75.5,56.7,71,24.8,17.45,50.1,334.5,30.54,11.25,144.5,83.04,73.17,137,10.9,49.9,190.91,42.55,9.06,101,205,218.5,,13.12,19.13,12.22,36.8,35.5,7.13,12.91,10.15,19.85,8.64,7.51,14.02,13.64,200,"2,020",98,9.47,67.3,64.9,49.41,11.35,78.8,40.1
2016/1/18,收盤價(元),24.18,25.4,52.1,75.5,56.6,70.1,24.5,17.25,49.65,336.5,30.69,11.15,140.5,82.6,74.29,137,11.68,49.3,187.28,42.95,9.09,100,210,219,,13.03,19.18,12.05,37.35,35,7.23,12.79,10.25,19.65,8.89,7.53,14.07,13.45,206,"1,995",98,9.41,68,68,50.29,11.31,79,40
2016/1/19,收盤價(元),24.09,25.5,52.5,75.5,56.3,70.1,24.3,17.5,50.1,335.5,31.04,11.15,135.5,83.04,73.87,138,11.68,49.25,187.28,41.3,9.05,101.5,216.5,232,,13.03,19.26,12.13,37.15,35.3,7.3,12.95,10.25,20,8.81,7.59,14.12,13.41,210,"2,025",98,9.42,68.6,70.2,50.09,11.44,78.3,38.85
2016/1/20,收盤價(元),23.72,25.4,53,76,55.9,69.2,24.1,17.1,49.5,321.5,30.99,11.1,130.5,80.62,73.17,134.5,11.73,48.55,183.64,38.5,8.75,101.5,210,215,,13.03,18.97,12.18,35.7,33.9,7.1,12.56,10.05,19.55,8.64,7.39,13.75,13.36,211,"1,900",97,9.17,68.2,66.1,48.62,11.44,78.9,37.7
2016/1/21,收盤價(元),23.5,25.05,52.3,73.9,54.9,67.8,23.65,17.1,48.9,320.5,30.69,11.1,127.5,80.17,73.73,135,11.93,47.7,176.82,38.9,8.81,100.5,210,219.5,,12.95,19.05,11.92,35,33.6,6.95,12.48,9.97,19.25,8.55,7.27,13.42,13.13,207,"2,035",97,9.28,67.7,67.2,48.92,11.27,78.9,37.15
2016/1/22,收盤價(元),23.31,25.1,52.3,74.4,55.3,68.8,23.55,17.5,48.95,325.5,31.24,11.25,133.5,82.49,73.73,138.5,11.68,48.6,182.28,40.3,8.88,100.5,212,219.5,,13.03,18.8,12.05,35,34.1,7.03,12.48,10.2,19.3,8.64,7.24,13.51,13.22,210,"1,995",99.3,9.3,68.2,73.2,49.51,11.31,79.8,36.15
2016/1/25,收盤價(元),23.5,25.3,53.3,76,56.4,70.5,23.65,17.85,49.9,330,32.33,11.45,139.5,83.81,73.73,139.5,11.63,51,184.55,40.5,8.87,102,214.5,228.5,,13.42,19.09,12.48,36.2,35.25,7.27,13.34,10.3,20,9.02,7.61,13.75,13.36,211,"2,075",99.9,9.38,69.7,75.1,51.27,11.57,81,37.25
2016/1/26,收盤價(元),23.18,24.95,53,75.4,55.5,69.8,22.95,17.8,50,323,31.34,11.7,136.5,83.26,72.19,137.5,11.34,49.95,183.19,40.2,8.82,102,209,225,,13.34,18.84,12.26,35.35,34.1,7.72,13.07,10.05,19.8,8.89,7.47,13.47,13.32,209.5,"2,240",98.3,9.49,69.3,72.1,50.88,11.44,81,36.75
2016/1/27,收盤價(元),23.18,25.05,54,74.9,55.5,70.1,22.95,17.65,50,324,32.19,11.7,135,83.04,72.61,139.5,11.15,49.9,188.64,39.8,8.73,102,211,223.5,,13.55,18.68,12.39,35.4,34.1,7.65,12.87,10.05,19.8,8.89,7.42,13.47,13.41,216,"2,160",99.2,9.34,70.1,74,50.68,11.53,80.2,36.2
2016/1/28,收盤價(元),23.5,25.15,55.3,75.6,56.2,70.1,23.2,17.6,50.6,326,34.08,12.75,135,82.82,72.89,140,11.05,51.2,183.64,38.75,8.76,102.5,208,230,,13.68,18.8,12.26,35.75,34.15,7.66,12.87,10.05,20.25,8.94,7.53,13.51,13.69,220,"2,260",99.6,9.45,68.6,73.4,50.58,11.75,80,37.75
2016/1/29,收盤價(元),24.18,26.05,55.5,77,57.8,71.4,23.7,17.75,51.2,339.5,34.97,12.85,139.5,85.8,73.17,143,11.19,52.7,180.46,39.65,8.58,103,214,244.5,,14.33,19.55,12.69,36.45,36.1,7.94,13.5,10.3,21.15,9.19,8.01,14.39,14.06,219.5,"2,375",100,9.43,68.7,74.9,51.57,12.15,82,41.3
2016/1/30,收盤價(元),24.81,26.25,55.2,76.5,58.3,71.3,24.25,17.7,52.4,344.5,34.72,12.75,141.5,86.24,73.73,142,11.39,53.3,184.55,40.85,8.77,102.5,217.5,259,,14.37,19.97,12.86,38.2,37.6,8.11,13.89,10.8,21.55,9.32,8.23,14.9,14.15,220,"2,500",99.9,9.65,68.7,76.8,51.76,12.19,81.9,41
2016/2/1,收盤價(元),24.77,26.45,55.6,76.2,59,71.9,24.3,18,53.6,342,35.37,12.9,138,87.67,74.71,144,11.83,53.7,188.19,39.5,8.85,103,210,252,,14.07,19.72,12.86,38.4,37,8,13.42,10.8,21.7,9.32,8.15,14.67,14.2,221,"2,350",99.9,9.62,69.9,77.7,51.17,12.19,82.5,40.1
2016/2/2,收盤價(元),24.41,26.15,56.3,76.5,59.4,71.9,24.25,18.35,53,335.5,37.11,13.1,136,86.46,74.71,142.5,11.59,54.4,192.28,38.95,8.61,103,212,242.5,,13.9,19.63,12.82,38.5,37,7.82,13.07,10.8,21.7,9.19,8.1,14.39,14.06,221.5,"2,350",99.6,9.65,69.7,78,51.47,12.06,82.4,39.5
2016/2/3,收盤價(元),24.18,25.6,54.8,75.3,58.8,70.5,24.3,18,53,328,36.36,12.9,132.5,84.47,73.45,146,11.44,52.6,187.28,38.1,8.4,103,200,237.5,,13.55,19.01,12.56,37.85,35.8,7.61,12.99,10.55,21.3,9.02,7.99,14.16,13.83,220,"2,350",99.6,9.33,69.4,76.3,51.57,11.93,80.4,38.6
2016/2/15,收盤價(元),24.59,25.8,56.3,75.8,59.3,71.3,24,18.4,53.2,333,34.87,13.2,134.5,82.38,76.25,145,11.68,53.9,188.19,38,8.26,104.5,205.5,232,,13.68,18.47,12.73,36.4,35,7.66,13.03,10.45,21.3,8.89,8.01,13.84,14.06,221.5,"2,385",99.1,9.07,70.4,76.3,50.58,11.97,80.6,39.65
2016/2/16,收盤價(元),25.68,26.8,56.5,76.4,60,71.6,25.05,18.9,55,333,37.01,13.15,141,84.47,76.67,147.5,11.98,54,186.82,38.75,8.62,105,211.5,250.5,,14.07,19.05,13.03,38.35,36.65,7.88,13.07,10.85,21.7,9.32,8.29,14.35,14.24,224,"2,570",100,9.28,69.8,78.6,52.25,12.23,80.5,39.75
2016/2/17,收盤價(元),25.59,27,56.1,76.8,60.3,71.5,24.7,18.95,54.8,338,37.46,13.25,139,84.59,77.51,148,11.88,54.5,187.73,39.1,8.48,105.5,210,247,,13.81,18.8,12.82,37.7,36,7.84,12.91,10.75,21.6,9.28,8.21,14.21,14.06,220.5,"2,455",101.5,9.05,69.1,78.2,51.57,12.19,81,40.3
