年月日,Data Field,1101 台泥,1102 亞泥,1216 統一,1301 台塑,1303 南亞,1326 台化,1402 遠東新,2002 中鋼,2105 正新,2207 和泰車,2301 光寶科,2303 聯電,2308 台達電,2317 鴻海,2327 國巨,2330 台積電,2457 飛宏,2382 廣達,2395 研華,2408 南亞科,2409 友達,2412 中華電,2454 聯發科,2474 可成,2633 台灣高鐵,2801 彰銀,2823 中壽,2880 華南金,2881 富邦金,2882 國泰金,2883 開發金,2884 玉山金,2885 元大金,2886 兆豐金,2887 台新金,2890 永豐金,2891 中信金,2892 第一金,2912 統一超,3008 大立光,3045 台灣大,3481 群創,4904 遠傳,4938 和碩,5871 中租-KY,5880 合庫金,6505 台塑化,9904 寶成
2016/6/2,收盤價(元),27.27,24.9,63.4,78.9,61.7,82.3,23.15,20.65,68.1,309.5,42.63,12.25,148,87.45,78.36,159,9.71,58,220.92,39.9,9.2,111,215,245,,14.33,21.34,14.06,38.8,38,8.2,14.29,10.75,24.3,10.52,8.64,15.83,15.4,248.5,"2,830",110.5,9.75,74.7,67.6,49.02,12.5,88.2,42.65
2016/6/3,收盤價(元),27.9,25.8,62.8,79,62.4,82,23.5,20.9,67.6,307.5,42.38,12.4,151.5,88.22,75.97,160.5,9.7,58,222.73,39.05,9.15,112,219,248.5,,14.37,21.42,14.15,38.85,37.95,7.85,14.48,10.6,24.25,10.56,8.64,15.83,15.45,248.5,"2,855",112,9.71,75.2,68.5,49.31,12.59,87.3,43
2016/6/4,收盤價(元),27.81,25.55,62.3,78.8,62.5,82,23.45,20.9,67.3,312,41.54,12.35,151,88.44,76.81,160,9.68,57.6,220.92,39.15,9.19,112,225,247.5,,14.29,21.05,14.11,38.5,37.7,7.81,14.36,10.65,24.2,10.52,8.64,15.78,15.4,249.5,"2,895",111.5,9.68,75.2,68.6,49.6,12.5,88.8,42.85
2016/6/6,收盤價(元),27.22,24.8,63.9,78.5,61.7,82.1,23.1,21,65.8,314.5,41.84,12.4,151.5,88.44,76.81,161,9.53,57.5,222.73,38.8,9.29,112,229.5,242.5,,14.37,21.01,14.19,39,37.6,7.83,14.32,10.65,24.2,10.56,8.64,15.83,15.4,248,"2,890",112,9.76,76,69.2,49.11,12.5,89.2,42.45
2016/6/7,收盤價(元),28.45,25.75,65,79.9,62.8,84.5,23.3,21.25,66.9,319,44.37,12.45,153,89.44,77.37,162,9.53,58,230.01,39.55,9.34,112.5,233,247,,14.46,21.21,14.41,39.15,37.95,7.86,14.4,10.7,24.5,10.65,8.68,15.83,15.64,245,"3,020",113,9.76,76.8,70.6,49.21,12.67,90.2,42.85
2016/6/8,收盤價(元),28.72,26,63,81.3,62.4,83.6,23,21.5,67.9,316,43.23,12.4,152.5,89.66,77.09,165.5,9.66,58,231.37,39.45,9.31,113,230,247,,14.55,21.3,14.54,38.95,37.7,7.91,14.72,10.75,24.75,10.69,8.75,15.92,15.77,246,"3,000",114,9.69,77.1,71.7,49.41,12.67,88.5,43
2016/6/13,收盤價(元),28.63,25.15,61.8,79,60,81,22.65,20.75,67.5,315,42.98,12.2,150,86.68,76.11,162,9.24,58,226.82,35.9,9.05,112,220,247,,14.24,20.63,14.15,38.45,37.6,7.72,14.52,10.3,24.35,10.43,8.55,15.13,15.5,239.5,"2,925",113.5,9.37,74.9,68.3,49.02,12.5,87.1,43.3
2016/6/14,收盤價(元),28.45,25.5,62.8,78.6,60.1,81,22.95,20.85,67.4,309.5,43.03,12.1,152,88.11,76.95,162,9.37,58,224.1,35.9,9.25,112,225,251.5,,14.42,21.05,14.24,39.5,37.85,7.77,14.76,10.3,24.45,10.6,8.59,15.27,15.59,242,"3,015",114.5,9.45,76,69.1,49.02,12.59,86.2,43.6
2016/6/15,收盤價(元),29.27,25.55,64.3,78.7,60.3,82.4,22.95,20.8,67.1,310,43.58,12.25,150.5,88.44,76.67,163,9.36,58,225.46,36.25,9.27,112.5,230.5,247.5,,14.42,21.09,14.28,39.8,38,7.77,14.76,10.35,24.45,10.56,8.59,15.27,15.59,240.5,"3,065",115.5,9.33,75.3,68.6,48.87,12.59,87.2,43.25
2016/6/16,收盤價(元),27.86,25.15,64,77,59.2,80.4,22.8,20.5,67.2,300,43.23,12,149,86.9,75.55,160.5,9.29,58.5,220.92,36,9.13,112,226,237.5,,14.07,20.63,14.06,38.9,36.8,7.6,14.56,10.25,23.75,10.43,8.5,15.18,15.45,240,"2,955",113.5,9.26,74.3,68.3,48.28,12.41,86.1,42.2
2016/6/17,收盤價(元),29,26.45,64.1,76.7,59.7,80.2,22.65,20.7,67,307.5,43.78,12.15,152,87.45,75.97,163,9.29,58.9,223.64,37,9.19,112.5,227,239,,14.37,21.05,14.28,39.25,37.3,7.77,14.83,10.3,24.15,10.56,8.55,15.27,15.59,245,"2,965",114.5,9.29,74.7,68,48.77,12.59,85.8,42.65
2016/6/20,收盤價(元),29.27,28.1,64.2,77.5,60.4,81.1,23.1,20.9,67.5,322.5,43.78,12.45,152,88.78,76.25,163,9.28,59.1,225.46,37.75,9.4,113,227.5,244,,14.5,21.09,14.32,39.65,37.6,7.79,14.99,10.4,24.4,10.56,8.63,15.37,15.59,241.5,"2,985",115,9.53,75.3,69,49.31,12.59,86.7,42.8
2016/6/21,收盤價(元),29.54,27.95,64.9,78.2,60.7,81.1,23.05,21.05,67.9,320.5,45.96,12.25,152,89,74.43,165.5,9.36,59.1,227.73,38.55,9.32,113,229.5,244,,14.55,21.05,14.54,39.75,37.9,7.82,14.95,10.4,24.55,10.65,8.66,15.41,15.77,243,"3,035",114,9.55,75.3,70,49.6,12.63,88.6,43.05
2016/6/22,收盤價(元),29.77,28.45,64.3,78.4,60.8,81.9,23.45,21,69.1,320.5,45.27,12.45,154.5,89.88,74.43,166,9.24,59.4,220.92,38.2,9.43,113.5,229,247.5,,14.55,21.17,14.41,40,37.9,7.84,14.99,10.45,24.5,10.69,8.68,15.37,15.77,252.5,"3,050",114,9.6,76,69.5,50.29,12.63,89.3,42.7
2016/6/23,收盤價(元),29.04,28,63.9,77.1,60.4,81.8,23.5,21,68,318.5,44.77,12.55,155,91.42,74.43,164,9.2,60.2,220.92,38.05,9.42,113,228,247.5,,14.46,21.01,14.45,39.8,37.65,7.78,14.91,10.4,24.3,10.65,8.66,15.37,15.73,252,"3,080",114,9.57,75.5,68.8,50.39,12.59,88.4,42.7
2016/6/24,收盤價(元),28.63,27.4,62.3,75.7,60,79.5,23.2,20.5,66.9,315,43.97,12,152.5,89.88,73.31,159,8.87,59.2,214.55,38.25,9.35,112.5,223.5,239,,14.16,20.13,14.11,38.2,36.4,7.65,14.91,10.2,23.8,10.39,8.43,15.13,15.36,246,"2,900",112.5,9.37,74.8,66.5,49.11,12.32,86.6,41.3
2016/6/27,收盤價(元),28.63,28,63.3,76.2,60.1,79.9,23.15,20.45,66.1,313,44.22,12.45,154.5,90.43,73.31,155.5,8.89,59.1,213.64,38.4,9.54,112,226.5,234.5,,14.16,20.22,14.11,36.7,34.55,7.62,14.64,10.2,23.45,10.43,8.45,15.23,15.45,245,"2,810",113,9.51,74.6,67,50.09,12.37,87.6,41.6
2016/6/28,收盤價(元),28.95,27.55,62,76,60,81,23.2,20.4,65.8,310,43.88,12.3,154,90.98,73.03,157,9.02,59.3,217.73,38.5,9.7,112.5,229,235.5,,14.16,20.8,14.11,36.8,34.3,7.62,14.56,10.25,24.05,10.43,8.45,15.46,15.45,250,"2,910",113,9.61,75.5,67.2,50.78,12.37,87.1,41.25
2016/6/29,收盤價(元),28.63,27.85,63.4,76.9,61,80.9,23.6,20.9,65.8,312.5,43.97,12.55,156.5,90.98,74.99,159,9.09,60.1,216.82,39.1,10.25,114,237.5,239.5,,14.24,20.55,14.24,37.25,34.4,7.72,14.72,10.35,24.25,10.56,8.5,15.55,15.64,250,"2,920",115,10.5,76.3,67.8,50.98,12.5,87.5,42.4
2016/6/30,收盤價(元),29.13,27.9,63.5,77.8,61,81,24,20.9,67.6,315,43.88,12.6,156,90.98,74.85,162.5,9.1,61,222.28,39.4,10.95,116.5,244,237.5,,14.46,20.71,14.32,37.65,35,7.77,14.91,10.4,24.3,10.6,8.56,15.6,15.68,251,"2,945",112.5,10.8,77.9,67.8,51.08,12.5,87.5,43.05
2016/7/1,收盤價(元),29.68,28.5,64.9,78.8,61.1,82.2,24.45,20.65,68,319.5,45.12,12.55,157.5,91.2,74.01,166,9.17,62.1,220.46,38.75,11,118,245,239,,14.42,20.88,14.41,37.6,35.05,7.8,14.91,10.4,24.3,10.65,8.68,15.64,15.68,255,"2,965",112.5,10.75,80.2,70.2,51.08,12.63,90,43.6
2016/7/4,收盤價(元),30.59,28.45,64.5,78.8,61.5,82.2,24.3,20.95,67.1,324,46.56,12.65,160,91.86,74.57,166,9.21,62.2,224.1,38.95,11.2,119,255.5,239,,14.42,20.88,14.41,37.35,35.15,7.77,15.03,10.45,24.4,10.6,8.69,15.69,15.68,256.5,"2,985",111,10.95,80.2,71.7,51.27,12.63,86.2,44
2016/7/5,收盤價(元),30.86,28.5,64.4,78.8,61.5,82.1,24.2,20.85,66.8,321,45.96,12.6,159,91.53,75.13,164,9.29,61.5,225.01,38.95,11.25,118,245,231.5,,14.42,20.63,14.36,37,35,7.73,14.99,10.95,24.3,10.65,8.73,15.74,15.73,251,"2,950",110.5,11,80,69.9,51.66,12.63,84.9,44
2016/7/6,收盤價(元),30.09,27.45,63.6,77.5,60.1,77.8,23.7,20.5,65,310,44.97,12.35,158,89.88,73.73,161.5,9.09,59.5,219.55,38.3,11,117.5,237,221,,14.16,20.38,14.24,36.1,34.1,7.6,14.6,10.75,23.8,10.48,8.55,15.69,15.59,251,"2,860",110.5,10.7,79.7,67.5,50.98,12.5,84.6,42.55
2016/7/7,收盤價(元),31,27.75,63.6,78.1,60.9,77.8,23.65,20.65,65.4,313,46.56,12.4,159,90.54,74.57,164.5,9.06,61.6,221.37,38.3,10.9,118,238,219.5,,14.07,20.26,14.24,36.05,34.1,7.57,14.44,10.75,23.8,10.48,8.6,15.64,15.54,251.5,"2,875",112.5,10.9,80,68.3,51.37,12.5,86.5,41.7
2016/7/11,收盤價(元),31.9,27.95,65.1,79.4,61.1,79.2,24.2,20.95,66.6,319.5,48.35,12.95,162,90.98,74.15,170,8.93,62.8,228.19,38.9,11.1,122.5,247,220,,14.29,20.76,14.49,36.5,34.15,7.65,14.76,10.9,24.05,10.73,8.69,15.97,15.77,255,"2,990",114,10.6,81.7,68.8,51.76,12.67,86.3,42.9
2016/7/12,收盤價(元),31.63,27.8,65.6,80.6,62.3,82.2,24.3,20.95,66.6,319,49.55,12.45,161.5,91.86,74.43,171,9.01,62.3,227.73,39.05,10.9,123.5,248,226.5,,14.33,21.05,14.54,37.15,34.4,7.69,14.87,10.9,24.05,10.73,8.76,16.24,15.77,257,"3,180",113,10.55,77,71.3,52.06,12.76,88,43.6
2016/7/13,收盤價(元),31.81,28.7,67.2,78,62.5,82.2,24.75,21.55,67.3,323.5,49.6,12.5,162.5,92.08,74.85,168.5,8.97,65.4,224.55,39.8,11.3,121.5,247,229.5,,14.37,21.8,14.62,37.9,35.1,7.71,14.99,10.9,24.5,10.9,8.86,16.34,15.91,257,"3,175",114,10.6,76.4,73.1,52.25,12.81,88,43.75
2016/7/14,收盤價(元),31.86,28.7,66,77.9,63,82.2,23.95,22.7,66.9,323.5,48.85,12.5,165,92.08,74.71,169,9.26,63.8,228.19,40,11.15,120,246,229.5,,14.46,22.25,14.75,38.1,35.65,7.75,14.95,10.95,24.6,10.95,8.91,16.34,15.91,257,"3,120",111.5,10.7,75.9,72.5,53.62,12.89,87.3,43.5
2016/7/15,收盤價(元),32.04,28.7,66,78.4,64,82.4,24.2,22.7,67.4,329.5,48.65,12.35,168.5,93.19,75.13,169.5,9.19,64.4,231.37,40.25,11.25,123,239.5,240,,14.59,22.38,14.88,39,36.5,7.82,15.07,11,24.9,10.99,9.13,16.57,16.05,257.5,"3,430",112.5,10.7,76.3,74.4,53.92,13.03,87.8,43.85
2016/7/18,收盤價(元),32.27,28.7,66.9,79.2,64.7,82.9,24.45,22.7,68,324.5,49.2,12.5,170,94.84,74.71,169.5,9.17,66.5,225.46,39.9,11.75,124,240,244,,14.67,22.71,14.92,39.45,36.95,7.9,15.27,11.15,24.9,11.03,9.18,16.75,16.19,265.5,"3,505",114,10.9,76.3,75.4,54.11,13.16,87.8,44.6
2016/7/19,收盤價(元),32.36,28.9,66.8,79.8,62.5,83.3,24.9,22.7,68.3,329,48.65,12.45,170.5,95.06,74.99,170.5,9.51,66.7,230.01,40.15,12.25,123.5,240,242.5,,14.67,22.88,15.01,40.25,37.3,7.93,15.31,11.2,24.95,11.07,9.27,16.89,16.24,265.5,"3,450",113.5,11.5,75.5,75,54.21,13.2,88.4,44.8
2016/7/20,收盤價(元),32.09,28.9,66.7,79.9,62.1,83.4,24.85,22.35,69,328,47.76,12.35,170.5,94.84,74.43,170,10.46,66.4,232.73,39.9,12.25,123,238,239,,14.67,22.54,14.96,40,36.85,7.9,15.23,11.1,24.95,11.03,9.18,16.8,16.24,250,"3,400",113,11.25,74.9,76.3,53.92,13.16,90.5,44.4
2016/7/21,收盤價(元),32.27,29,66.8,79.8,62.3,83.7,24.75,22.85,66.6,334.5,48.35,12.5,170.5,96.39,75.13,172,10.61,68,235.01,38.8,12.75,118.5,235.5,240,,14.67,22.41,14.96,40.05,37,7.98,15.23,11.2,25.1,11.07,9.22,16.85,16.24,248,"3,385",113.5,11.75,75.5,77.9,54.02,13.16,91.9,43.7
2016/7/22,收盤價(元),31.68,28.85,65.8,80,62.1,83.6,24.65,22.8,66.4,326,47.9,12.3,167.5,96.61,75.69,171,10.51,65.8,226.37,38.55,12.6,116,236,238.5,,14.63,22.24,14.92,40.05,36.7,7.9,15.07,11.05,24.95,11.03,9.18,16.75,16.19,249,"3,380",111,11.9,75.4,77.1,53.92,13.16,90.5,44.15
2016/7/25,收盤價(元),31,28.95,66,80,62.1,83.8,24.65,22.85,66.2,327,47.85,12.3,167.5,96.61,76.11,171.5,10.12,65,228.64,38.6,12.3,116,236,235,,14.63,22.37,14.96,39.85,36.4,7.95,15.23,11,25.05,11.03,9.22,16.8,16.24,249,"3,340",110,11.6,74.9,77.3,53.04,13.11,90.5,44
2016/7/26,收盤價(元),30.68,28.8,66.2,79.9,62,83.8,24.8,22.4,67.4,330.5,49.5,12.4,168,96.83,75.13,173,11.1,64.7,230.46,39.6,12.45,116,241,230.5,,14.67,22.37,14.92,40,36.35,7.9,15.38,11.35,25,11.03,9.27,16.85,16.24,259.5,"3,410",110,11.7,74.5,77.5,55.19,13.11,89.8,44.05
2016/7/27,收盤價(元),30.95,29,66.2,79,61.6,84,24.8,22.45,67.4,329,48.45,12.55,166.5,98.15,75.69,175,10.85,64.8,230.01,39,12.65,116.5,240,232,,14.67,22.75,14.96,39.9,36.15,7.88,15.62,11.3,25,11.07,9.27,16.94,16.24,259.5,"3,515",111,11.85,74.5,77.6,55.88,13.11,91,44.25
2016/7/28,收盤價(元),31,29.45,66.3,78.9,61.3,84.5,24.9,22.45,67,328.5,47.76,12.1,166.5,98.15,75.69,176.5,10.9,65,227.73,37.6,12.9,116.5,244,224.5,,14.67,22.84,15.01,40.1,36.35,7.86,15.67,11.3,25,11.07,9.36,17.03,16.33,261,"3,500",112,12,73.5,78.4,55.49,13.16,91.4,44.35
2016/7/29,收盤價(元),30.81,29.2,65.2,77.8,60.4,83.1,24.9,22.05,66.6,320,47.56,11.9,168,96.94,76.25,172.5,10.9,64.9,225.46,37.7,12.95,113.5,243.5,222,,14.8,22.8,14.92,39.65,35.85,7.76,15.37,11.2,25,10.95,9.27,16.29,16.42,259,"3,420",110,11.8,73.3,78.3,55.49,13.16,90.8,43.5
2016/8/1,收盤價(元),30.81,29.35,66,78.2,61.6,83.4,24.9,22.35,67.5,325.5,48.8,11.9,171.5,97.93,75.69,177,10.66,60.4,226.37,37.9,12.9,115,249,225,,14.8,22.84,15.05,40,36.1,7.87,15.54,11.25,25,11.07,9.31,16.34,16.47,261,"3,510",111,11.8,74.2,79.4,56.27,13.2,91.4,43.95
2016/8/2,收盤價(元),31.27,29.5,65.5,77.1,61.7,83.9,24.8,22.7,67.9,326,48.05,11.95,175,97.6,76.81,176,10.51,60.5,223.64,37.4,13.05,115,250,225,,14.8,22.75,15.05,39.8,35.9,7.82,15.5,11.35,24.9,10.95,9.27,16.34,16.42,259.5,"3,585",110.5,11.85,74.5,75,52.45,13.16,90.4,43.75
2016/8/3,收盤價(元),31.72,29.7,66,77.6,60.5,83.9,24.75,22.4,68.1,323,47.95,11.8,172,96.5,76.81,172.5,10.22,58.8,223.64,36.9,13.05,115.5,249,224,,14.72,22.71,14.88,39.65,35.8,7.82,15.24,11.2,24.95,10.9,9.22,16.29,16.33,250.5,"3,545",110.5,11.7,73.9,74.1,51.17,13.16,90,43.55
2016/8/4,收盤價(元),31.36,29.5,63.5,77.4,60.8,84,24.75,22.4,68.8,322.5,48.5,11.9,171,97.05,76.81,174.5,10.27,58.8,224.55,37,13,115.5,242.5,219.5,,14.72,23.1,14.84,39.75,36.1,7.81,15.33,11.15,25,10.95,9.27,16.29,16.28,248,"3,590",110.5,11.85,73.3,73.6,51.57,13.16,90,43.3
2016/8/5,收盤價(元),31.72,29.55,64.2,78.6,61.6,83.6,24.85,22.6,70,327,48.75,11.9,174,97.49,76.81,177,10.31,58.8,227.28,37.6,13.35,115,249,218.5,,14.8,23.32,14.96,40.45,36.5,7.9,15.54,11.25,25.35,11.03,9.31,16.34,15.76,253,"3,635",111,11.95,73.9,72.3,52.35,13.2,90.7,44.15
2016/8/8,收盤價(元),31.81,29.55,63.4,78.6,61.8,84,24.95,22.7,71.7,329.5,49.15,11.9,175,99.25,76.81,178,10.31,59.1,229.55,36.85,13.6,116.5,248.5,220.5,,14.93,23.53,15.14,41.65,37.25,7.95,15.63,11.45,25.5,11.2,9.4,16.38,16.05,250,"3,815",113.5,12.15,75.1,73.6,52.55,13.29,91.1,44.35
2016/8/9,收盤價(元),31.81,29.5,62.7,78.8,61.8,84.4,24.95,22.9,72,329.5,50.14,11.95,175,99.14,76.81,178.5,10.56,59.4,230.46,36.4,13.35,116.5,250,217.5,,15.02,23.53,15.09,41.65,37.8,7.92,15.67,11.55,25.8,11.29,9.4,16.43,16.05,251,"3,780",115,12,74.8,74.1,51.76,13.33,94.7,45.35
2016/8/10,收盤價(元),31.86,29.45,63.8,79.6,62.4,84.3,25.05,22.95,72.9,332,49.75,11.9,175,99.25,76.81,179.5,10.56,59,231.82,37.15,13,116.5,250,213.5,,15.1,23.71,15.26,42,38,8,15.63,11.85,25.9,11.42,9.63,16.66,16.2,257,"3,820",115,11.8,75.8,73.6,52.25,13.48,98,45.25
2016/8/11,收盤價(元),31.81,29.55,64.2,80,62.5,85,24.85,22.8,69.6,334,50.04,11.95,173,98.7,76.81,176.5,10.17,59,234.1,36.6,12.7,116.5,248.5,209.5,,14.96,23.27,15.18,41.55,37.6,8.04,15.71,11.75,26,11.42,9.23,16.57,16.1,256.5,"3,750",115.5,11.55,75.2,71.7,52.35,13.48,96.9,45.3
2016/8/12,收盤價(元),31.81,29.55,65.1,80,62.6,85.3,24.85,22.8,69.8,335.5,48.5,12,174.5,95.06,76.81,177.5,10.17,59,235.01,36.6,12.7,115,249,213,,14.92,24.1,15.18,41.7,37.95,8.18,15.67,11.95,26,11.42,8.97,16.61,16.05,256.5,"3,800",116,11.45,75.8,77.3,52.84,13.48,99.7,45.8
2016/8/15,收盤價(元),31.81,29.4,62.2,80,62.8,85.3,24.85,22.55,69.9,343,49,11.85,176,96.16,78.72,179,10.17,60.6,234.55,37.15,12.15,115.5,249,219,,14.92,23.88,15.09,41.5,37.85,8.18,15.58,11.9,24.15,11.42,8.92,16.85,15.86,256,"3,735",116,11.35,73.9,78.5,53.33,13.38,98.3,46
2016/8/16,收盤價(元),31.68,29.35,61.8,79.8,62,85,24.65,22.75,69,347.5,49,11.75,176,95.06,78.61,175.5,10.12,61.7,234.55,37.3,12.45,115,249.5,218.5,,14.87,23.71,15.18,41.6,37.8,8.13,15.67,11.85,24.15,11.37,8.93,16.94,15.96,256,"3,775",114.5,11.65,74.1,78.8,53.53,13.43,97.8,45.5
2016/8/17,收盤價(元),31.09,29.55,61.7,79.5,61.8,84.3,24.1,22.7,67.5,347.5,49.25,11.75,175,93.74,77.79,177,9.97,62,233.19,36.75,12.3,113.5,250.5,218,,15.06,23.49,15.22,41.7,38.15,8.14,15.58,11.75,24.25,11.33,8.91,16.99,16,258.5,"3,775",114,11.35,75.2,80,53.43,13.43,99.4,45.6
2016/8/18,收盤價(元),31.9,29.5,60.7,79.9,61.6,84.2,24.25,22.9,68.2,348.5,49.25,11.65,173,94.51,77.56,176,10.02,61.9,230.46,36.7,12.25,113.5,250,225,,15.01,24.23,14.8,41.85,38.05,8.2,15.71,11.85,24.35,11.42,8.97,17.82,15.96,257,"3,655",114,11.45,74.8,79.8,53.92,13.38,97.5,49.5
2016/8/19,收盤價(元),33.4,30.3,59.8,78.1,60.8,83.3,23.75,22.65,68.4,346.5,48.45,11.55,168.5,94.07,77.44,174.5,9.87,61.3,227.28,36.7,12.7,113.5,245,222,,14.78,23.58,14.66,41.2,37.5,8.14,15.54,11.45,23.8,11.42,8.86,17.49,15.81,255,"3,610",111.5,11.65,74.8,79,53.13,13.24,95.1,46.3
2016/8/22,收盤價(元),34.18,30,60.3,78.1,60.8,82.7,23.55,22.6,68.3,342.5,47.85,11.4,170,94.18,78.49,173,9.92,60,231.82,36.75,12.7,114.5,242,222.5,,14.64,23.36,14.48,40.7,37,8.08,15.63,11.6,22.3,11.29,8.76,17.22,15.67,255,"3,605",112,11.6,74.2,78.2,52.35,13.19,94.4,47.2
2016/8/23,收盤價(元),34.13,30.9,60.5,79.3,61.1,84.1,23.6,22.8,68.1,349,47.85,11.45,169.5,94.62,77.79,174,9.87,60.7,231.37,36.85,12.6,115,242.5,223,,14.92,23.53,14.66,41.8,37.8,8.12,15.67,11.6,22.25,11.24,8.86,17.08,15.76,250,"3,640",112,11.65,74.8,79.8,52.64,13.24,94.9,46.65
2016/8/24,收盤價(元),34.13,30.8,60.7,78.8,60.8,83.5,23.5,22.6,67.8,348,45.7,11.45,170,95.61,77.79,173.5,9.83,60.5,236.37,36.55,12.4,115.5,241,227.5,,14.83,23.45,14.57,41.55,37.8,8.07,15.63,11.45,21.7,10.91,8.77,16.75,15.67,253.5,"3,635",114,11.6,75.3,78.4,52.74,13.15,94,46.65
2016/8/25,收盤價(元),34.36,30.95,61.2,79,61.7,83.1,23.8,22.4,68.1,350,46.95,11.85,171,97.6,79.77,177,10.17,62.3,234.55,36.7,12.95,116,244,229.5,,15.01,23.62,14.71,42,38.75,8.15,15.67,11.7,22.1,10.96,8.86,17.4,15.91,252.5,"3,585",114.5,11.8,75.3,78.4,53.13,13.29,94.9,46.2
2016/8/26,收盤價(元),34.18,30.6,61.6,79.2,61.9,83.1,23.8,22.5,68.2,350,47.4,11.8,171,97.6,79.42,177,10.12,61.5,236.37,37.6,12.85,116.5,243.5,226,,14.96,23.75,14.75,42,39.4,8.16,15.76,11.7,22.05,10.96,8.83,17.31,15.91,254.5,"3,640",114.5,11.65,74.7,78.3,53.62,13.33,95.5,47.05
2016/8/29,收盤價(元),33.45,30.35,61.3,79.6,61.6,83.2,23.6,22.25,68.2,350,46.95,11.6,168,98.48,78.61,176.5,10.17,60.8,235.92,37.65,12.55,115.5,244.5,229,,14.78,23.58,14.85,43,39.6,8.13,15.71,11.4,22,10.96,8.9,17.4,15.86,251,"3,615",113.5,11.4,75,77.2,53.43,13.33,93.6,47
2016/8/30,收盤價(元),32.95,30.2,61.4,79.3,61.4,83,23.9,22.4,68.2,362,47.75,11.6,168.5,98.15,78.61,174.5,10.17,60.3,236.37,37.9,12.85,115,249,231,,14.83,24.4,14.8,44.55,40.65,8.16,15.67,11.5,21.95,10.91,8.92,17.31,15.91,252,"3,585",113.5,11.4,74.8,76.9,53.92,13.33,92.6,46.75
2016/8/31,收盤價(元),32.95,28.35,60,78.3,60.6,82.4,23.4,22,67.4,351,48,11.5,165,97.05,78.37,176,10.07,58.7,235.92,37.5,12.5,114,249.5,228,,14.6,24.31,14.89,44.9,40.1,8.02,15.41,11.25,21.6,11.01,8.78,16.99,15.81,252.5,"3,560",111.5,11.2,73.9,76.7,53.72,13.15,92.8,46
2016/9/1,收盤價(元),32.04,27.5,58.3,77,60.1,80.4,23.3,21.75,66.1,358,47.7,11.5,169,96.39,77.79,173.5,10.02,58.8,249.1,37,12.1,113,251,226,,14.78,24.1,14.57,44.15,39.35,7.98,15.58,11.1,21.25,10.73,8.72,16.89,15.71,245,"3,705",111.5,11,73.2,76.4,53.04,13.24,92,44.75
2016/9/2,收盤價(元),32.49,27.5,58.7,78,60.3,81.9,23.55,22,66.9,355.5,47.6,11.6,167.5,93.66,78.37,174.5,9.87,60,247.28,37.25,11.75,113.5,245.5,223.5,,14.74,24.83,14.71,44.55,39.45,8.01,15.5,11.1,21.4,10.78,8.75,17.08,15.96,254.5,"3,635",112,10.7,74,75.1,52.94,13.15,92.1,44.8
2016/9/5,收盤價(元),33.09,27.85,58.8,78.7,61.2,82.5,24.05,22.35,68.1,359,47.55,11.65,173.5,94.87,77.79,176.5,9.92,60.3,248.19,37.75,12.2,114,256.5,229,,14.87,24.79,14.85,45,40,8.09,15.63,11.35,22.05,10.91,8.83,17.26,15.96,252,"3,700",112.5,11.15,75,75.8,53.53,13.29,93.4,45.7
2016/9/6,收盤價(元),34.09,28.65,58.4,79.7,61.8,83.6,24.8,22.55,68,365,48.55,11.75,175,96.81,78.49,179,10.07,62,256.37,37.95,12.25,114.5,254.5,231.5,,14.96,24.83,14.89,46,40.45,8.17,15.71,11.4,22.15,11.01,8.94,17.36,16.1,254.5,"3,650",112.5,11.2,74.6,77.3,53.72,13.33,94.2,46.35
2016/9/7,收盤價(元),34.09,28.85,58.9,80.1,62.4,85.4,24.65,22.75,68,375.5,48.65,11.85,174.5,96.45,77.56,184,9.97,62,255.46,38.3,12.1,114.5,253.5,242,,14.96,25.18,14.89,46.05,40.8,8.19,15.8,11.45,22.25,11.01,8.95,17.45,16.25,257,"3,720",113.5,11.1,75.1,77.2,54.11,13.38,95.5,47
2016/9/8,收盤價(元),33.18,28.2,59.1,79.6,62.1,85.5,24.5,22.7,68,372,49.35,11.75,174.5,95.24,77.09,183,10.22,62.5,261.37,38.9,12,114,250.5,241,,15.01,25.26,15.03,46.75,41.25,8.13,15.76,11.5,22.6,11.01,8.93,17.36,16.34,261,"3,685",114,11.1,74.5,77.2,54.41,13.43,96,46
2016/9/9,收盤價(元),32.49,27.65,58,77.9,60.9,84.3,24.3,22.35,67.4,372,49.3,11.65,170,94.27,75.46,179.5,10.41,62,252.28,38.8,11.75,113.5,245,241.5,,14.87,24.96,14.89,45.95,40.45,8.01,15.71,11.2,22.4,10.91,8.85,17.31,16.3,261.5,"3,605",113,10.95,74,76.4,54.02,13.29,95.8,45.45
2016/9/10,收盤價(元),32.27,27.3,57.5,77.5,60.9,83.5,24,22.1,66.7,363.5,48.7,11.55,165.5,94.63,73.48,178,10.17,59.9,247.28,37.85,11.3,113.5,240,233.5,,14.74,24.61,14.75,44.85,39.75,7.93,15.54,11.15,22.15,10.78,8.77,17.08,16.05,254.5,"3,450",112.5,10.6,73.6,75,53.43,13.19,93.6,44.55
